InputSize	GroupSize	Distribution	resultSize	PSTime	Variant	Intent	localSize	Aggregate	AggTime
18	30	0	4	1.46125e+06	5	512	3	78643	99430.4	0
18	30	0	4	1.46125e+06	5	512	4	78643	136909	0
18	30	0	4	1.46125e+06	5	512	5	0	0	51
18	30	0	4	1.46125e+06	5	512	6	0	0	51
18	30	0	4	1.46125e+06	5	512	7	0	0	51
18	30	0	4	1.46125e+06	5	512	8	0	0	51
18	30	0	4	1.46125e+06	5	512	9	0	0	51
18	30	0	4	1.46125e+06	6	2	1	78643	407347	0
18	30	0	4	1.46125e+06	6	2	2	78643	208486	0
18	30	0	4	1.46125e+06	6	2	3	78643	109363	0
18	30	0	4	1.46125e+06	6	2	4	78643	52326.4	0
18	30	0	4	1.46125e+06	6	2	5	78643	34918.4	0
18	30	0	4	1.46125e+06	6	2	6	78643	29798.4	0
18	30	0	4	1.46125e+06	6	2	7	78643	27750.4	0
18	30	0	4	1.46125e+06	6	2	8	78643	28262.4	0
18	30	0	4	1.46125e+06	6	2	9	78643	31539.2	0
18	30	0	4	1.46125e+06	6	2	10	78643	35635.2	0
18	30	0	4	1.46125e+06	6	4	1	78643	270234	0
18	30	0	4	1.46125e+06	6	4	2	78643	136294	0
18	30	0	4	1.46125e+06	6	4	3	78643	68403.2	0
18	30	0	4	1.46125e+06	6	4	4	78643	37478.4	0
18	30	0	4	1.46125e+06	6	4	5	78643	27033.6	0
18	30	0	4	1.46125e+06	6	4	6	78643	25088	0
18	30	0	4	1.46125e+06	6	4	7	78643	24780.8	0
18	30	0	4	1.46125e+06	6	4	8	78643	25600	0
18	30	0	4	1.46125e+06	6	4	9	78643	28057.6	0
18	30	0	4	1.46125e+06	6	4	10	78643	31846.4	0
18	30	0	4	1.46125e+06	6	8	1	78643	188416	0
18	30	0	4	1.46125e+06	6	8	2	78643	97689.6	0
18	30	0	4	1.46125e+06	6	8	3	78643	53248	0
18	30	0	4	1.46125e+06	6	8	4	78643	33792	0
18	30	0	4	1.46125e+06	6	8	5	78643	28364.8	0
18	30	0	4	1.46125e+06	6	8	6	78643	27955.2	0
18	30	0	4	1.46125e+06	6	8	7	78643	27852.8	0
18	30	0	4	1.46125e+06	6	8	8	78643	29593.6	0
18	30	0	4	1.46125e+06	6	8	9	78643	32256	0
18	30	0	4	1.46125e+06	6	8	10	78643	35430.4	0
18	30	0	4	1.46125e+06	6	16	1	78643	164147	0
18	30	0	4	1.46125e+06	6	16	2	78643	88576	0
18	30	0	4	1.46125e+06	6	16	3	78643	52940.8	0
18	30	0	4	1.46125e+06	6	16	4	78643	40652.8	0
18	30	0	4	1.46125e+06	6	16	5	78643	36659.2	0
18	30	0	4	1.46125e+06	6	16	6	78643	35328	0
18	30	0	4	1.46125e+06	6	16	7	78643	35942.4	0
18	30	0	4	1.46125e+06	6	16	8	78643	36860.8	0
18	30	0	4	1.46125e+06	6	16	9	78643	42086.4	0
18	30	0	4	1.46125e+06	6	16	10	0	0	51
18	30	0	4	1.46125e+06	6	32	1	78643	198349	0
18	30	0	4	1.46125e+06	6	32	2	78643	114688	0
18	30	0	4	1.46125e+06	6	32	3	78643	83558.4	0
18	30	0	4	1.46125e+06	6	32	4	78643	82124.8	0
18	30	0	4	1.46125e+06	6	32	5	78643	80588.8	0
18	30	0	4	1.46125e+06	6	32	6	78643	81612.8	0
18	30	0	4	1.46125e+06	6	32	7	78643	86630.4	0
18	30	0	4	1.46125e+06	6	32	8	78643	89088	0
18	30	0	4	1.46125e+06	6	32	9	0	0	51
18	30	0	4	1.46125e+06	6	32	10	0	0	51
18	30	0	4	1.46125e+06	6	64	1	78643	179814	0
18	30	0	4	1.46125e+06	6	64	2	78643	116326	0
18	30	0	4	1.46125e+06	6	64	3	78643	90419.2	0
18	30	0	4	1.46125e+06	6	64	4	78643	85913.6	0
18	30	0	4	1.46125e+06	6	64	5	78643	87142.4	0
18	30	0	4	1.46125e+06	6	64	6	78643	96665.6	0
18	30	0	4	1.46125e+06	6	64	7	78643	98508.8	0
18	30	0	4	1.46125e+06	6	64	8	0	0	51
18	30	0	4	1.46125e+06	6	64	9	0	0	51
18	30	0	4	1.46125e+06	6	64	10	0	0	51
18	30	0	4	1.46125e+06	6	128	1	78643	216474	0
18	30	0	4	1.46125e+06	6	128	2	78643	134349	0
18	30	0	4	1.46125e+06	6	128	3	78643	109773	0
18	30	0	4	1.46125e+06	6	128	4	78643	113152	0
18	30	0	4	1.46125e+06	6	128	5	78643	149606	0
18	30	0	4	1.46125e+06	6	128	6	78643	158106	0
18	30	0	4	1.46125e+06	6	128	7	0	0	51
18	30	0	4	1.46125e+06	6	128	8	0	0	51
18	30	0	4	1.46125e+06	6	128	9	0	0	51
18	30	0	4	1.46125e+06	6	128	10	0	0	51
18	30	0	4	1.46125e+06	6	256	1	78643	205312	0
18	30	0	4	1.46125e+06	6	256	2	78643	157184	0
18	30	0	4	1.46125e+06	6	256	3	78643	160256	0
18	30	0	4	1.46125e+06	6	256	4	78643	215245	0
18	30	0	4	1.46125e+06	6	256	5	78643	257843	0
18	30	0	4	1.46125e+06	6	256	6	0	0	51
18	30	0	4	1.46125e+06	6	256	7	0	0	51
18	30	0	4	1.46125e+06	6	256	8	0	0	51
18	30	0	4	1.46125e+06	6	256	9	0	0	51
18	30	0	4	1.46125e+06	6	256	10	0	0	51
18	30	0	4	1.46125e+06	6	512	1	78643	263987	0
18	30	0	4	1.46125e+06	6	512	2	78643	271770	0
18	30	0	4	1.46125e+06	6	512	3	78643	373658	0
18	30	0	4	1.46125e+06	6	512	4	78643	446669	0
18	30	0	4	1.46125e+06	6	512	5	0	0	51
18	30	0	4	1.46125e+06	6	512	6	0	0	51
18	30	0	4	1.46125e+06	6	512	7	0	0	51
18	30	0	4	1.46125e+06	6	512	8	0	0	51
18	30	0	4	1.46125e+06	6	512	9	0	0	51
18	30	0	4	1.46125e+06	7	2	1	78643	348877	0
18	30	0	4	1.46125e+06	7	2	2	78643	202854	0
18	30	0	4	1.46125e+06	7	2	3	78643	103526	0
18	30	0	4	1.46125e+06	7	2	4	78643	56217.6	0
18	30	0	4	1.46125e+06	7	2	5	78643	40448	0
18	30	0	4	1.46125e+06	7	2	6	78643	30924.8	0
18	30	0	4	1.46125e+06	7	2	7	78643	29286.4	0
18	30	0	4	1.46125e+06	7	2	8	78643	30515.2	0
18	30	0	4	1.46125e+06	7	2	9	78643	31948.8	0
18	30	0	4	1.46125e+06	7	2	10	78643	35430.4	0
18	30	0	4	1.46125e+06	7	4	1	78643	242176	0
18	30	0	4	1.46125e+06	7	4	2	78643	126362	0
18	30	0	4	1.46125e+06	7	4	3	78643	67379.2	0
18	30	0	4	1.46125e+06	7	4	4	78643	49868.8	0
18	30	0	4	1.46125e+06	7	4	5	78643	39625.6	0
18	30	0	4	1.46125e+06	7	4	6	78643	31232	0
18	30	0	4	1.46125e+06	7	4	7	78643	29696	0
18	30	0	4	1.46125e+06	7	4	8	78643	31334.4	0
18	30	0	4	1.46125e+06	7	4	9	78643	33792	0
18	30	0	4	1.46125e+06	7	4	10	78643	35123.2	0
18	30	0	4	1.46125e+06	7	8	1	78643	140902	0
18	30	0	4	1.46125e+06	7	8	2	78643	74649.6	0
18	30	0	4	1.46125e+06	7	8	3	78643	44646.4	0
18	30	0	4	1.46125e+06	7	8	4	78643	35225.6	0
18	30	0	4	1.46125e+06	7	8	5	78643	33075.2	0
18	30	0	4	1.46125e+06	7	8	6	78643	31641.6	0
18	30	0	4	1.46125e+06	7	8	7	78643	30924.8	0
18	30	0	4	1.46125e+06	7	8	8	78643	33689.6	0
18	30	0	4	1.46125e+06	7	8	9	78643	35737.6	0
18	30	0	4	1.46125e+06	7	8	10	78643	39628.8	0
18	30	0	4	1.46125e+06	7	16	1	78643	108646	0
18	30	0	4	1.46125e+06	7	16	2	78643	59289.6	0
18	30	0	4	1.46125e+06	7	16	3	78643	36761.6	0
18	30	0	4	1.46125e+06	7	16	4	78643	33587.2	0
18	30	0	4	1.46125e+06	7	16	5	78643	35532.8	0
18	30	0	4	1.46125e+06	7	16	6	78643	39219.2	0
18	30	0	4	1.46125e+06	7	16	7	78643	36454.4	0
18	30	0	4	1.46125e+06	7	16	8	78643	37990.4	0
18	30	0	4	1.46125e+06	7	16	9	78643	44236.8	0
18	30	0	4	1.46125e+06	7	16	10	0	0	51
18	30	0	4	1.46125e+06	7	32	1	78643	99942.4	0
18	30	0	4	1.46125e+06	7	32	2	78643	61030.4	0
18	30	0	4	1.46125e+06	7	32	3	78643	53555.2	0
18	30	0	4	1.46125e+06	7	32	4	78643	57651.2	0
18	30	0	4	1.46125e+06	7	32	5	78643	56934.4	0
18	30	0	4	1.46125e+06	7	32	6	78643	57446.4	0
18	30	0	4	1.46125e+06	7	32	7	78643	58163.2	0
18	30	0	4	1.46125e+06	7	32	8	78643	64819.2	0
18	30	0	4	1.46125e+06	7	32	9	0	0	51
18	30	0	4	1.46125e+06	7	32	10	0	0	51
18	30	0	4	1.46125e+06	7	64	1	78643	99123.2	0
18	30	0	4	1.46125e+06	7	64	2	78643	64000	0
18	30	0	4	1.46125e+06	7	64	3	78643	59494.4	0
18	30	0	4	1.46125e+06	7	64	4	78643	59494.4	0
18	30	0	4	1.46125e+06	7	64	5	78643	62259.2	0
18	30	0	4	1.46125e+06	7	64	6	78643	64204.8	0
18	30	0	4	1.46125e+06	7	64	7	78643	69120	0
18	30	0	4	1.46125e+06	7	64	8	0	0	51
18	30	0	4	1.46125e+06	7	64	9	0	0	51
18	30	0	4	1.46125e+06	7	64	10	0	0	51
18	30	0	4	1.46125e+06	7	128	1	78643	138240	0
18	30	0	4	1.46125e+06	7	128	2	78643	95232	0
18	30	0	4	1.46125e+06	7	128	3	78643	84582.4	0
18	30	0	4	1.46125e+06	7	128	4	78643	88678.4	0
18	30	0	4	1.46125e+06	7	128	5	78643	95129.6	0
18	30	0	4	1.46125e+06	7	128	6	78643	107008	0
18	30	0	4	1.46125e+06	7	128	7	0	0	51
18	30	0	4	1.46125e+06	7	128	8	0	0	51
18	30	0	4	1.46125e+06	7	128	9	0	0	51
18	30	0	4	1.46125e+06	7	128	10	0	0	51
18	30	0	4	1.46125e+06	7	256	1	78643	145408	0
18	30	0	4	1.46125e+06	7	256	2	78643	97075.2	0
18	30	0	4	1.46125e+06	7	256	3	78643	96051.2	0
18	30	0	4	1.46125e+06	7	256	4	78643	107213	0
18	30	0	4	1.46125e+06	7	256	5	78643	140083	0
18	30	0	4	1.46125e+06	7	256	6	0	0	51
18	30	0	4	1.46125e+06	7	256	7	0	0	51
18	30	0	4	1.46125e+06	7	256	8	0	0	51
18	30	0	4	1.46125e+06	7	256	9	0	0	51
18	30	0	4	1.46125e+06	7	256	10	0	0	51
18	30	0	4	1.46125e+06	7	512	1	78643	149709	0
18	30	0	4	1.46125e+06	7	512	2	78643	120013	0
18	30	0	4	1.46125e+06	7	512	3	78643	128922	0
18	30	0	4	1.46125e+06	7	512	4	78643	163635	0
18	30	0	4	1.46125e+06	7	512	5	0	0	51
18	30	0	4	1.46125e+06	7	512	6	0	0	51
18	30	0	4	1.46125e+06	7	512	7	0	0	51
18	30	0	4	1.46125e+06	7	512	8	0	0	51
18	30	0	4	1.46125e+06	7	512	9	0	0	51
18	40	0	3	1.45818e+06	0	1	1	104857	632832	0
18	40	0	3	1.45818e+06	0	1	2	104857	320102	0
18	40	0	3	1.45818e+06	0	1	3	104857	211558	0
18	40	0	3	1.45818e+06	0	1	4	104857	209510	0
18	40	0	3	1.45818e+06	0	1	5	104857	210227	0
18	40	0	3	1.45818e+06	0	1	6	104857	209408	0
18	40	0	3	1.45818e+06	0	1	7	104857	208998	0
18	40	0	3	1.45818e+06	0	1	8	104857	209203	0
18	40	0	3	1.45818e+06	0	1	9	104857	210842	0
18	40	0	3	1.45818e+06	0	1	10	104857	209920	0
18	40	0	3	1.45818e+06	1	2	1	104857	385024	0
18	40	0	3	1.45818e+06	1	2	2	104857	216883	0
18	40	0	3	1.45818e+06	1	2	3	104857	214938	0
18	40	0	3	1.45818e+06	1	2	4	104857	210838	0
18	40	0	3	1.45818e+06	1	2	5	104857	210330	0
18	40	0	3	1.45818e+06	1	2	6	104857	210944	0
18	40	0	3	1.45818e+06	1	2	7	104857	210125	0
18	40	0	3	1.45818e+06	1	2	8	104857	210125	0
18	40	0	3	1.45818e+06	1	2	9	104857	210739	0
18	40	0	3	1.45818e+06	1	2	10	104857	210330	0
18	40	0	3	1.45818e+06	1	4	1	104857	256205	0
18	40	0	3	1.45818e+06	1	4	2	104857	219443	0
18	40	0	3	1.45818e+06	1	4	3	104857	215245	0
18	40	0	3	1.45818e+06	1	4	4	104857	213709	0
18	40	0	3	1.45818e+06	1	4	5	104857	214426	0
18	40	0	3	1.45818e+06	1	4	6	104857	214426	0
18	40	0	3	1.45818e+06	1	4	7	104857	213914	0
18	40	0	3	1.45818e+06	1	4	8	104857	214323	0
18	40	0	3	1.45818e+06	1	4	9	104857	214323	0
18	40	0	3	1.45818e+06	1	4	10	104857	214323	0
18	40	0	3	1.45818e+06	1	8	1	104857	230195	0
18	40	0	3	1.45818e+06	1	8	2	104857	219750	0
18	40	0	3	1.45818e+06	1	8	3	104857	215347	0
18	40	0	3	1.45818e+06	1	8	4	104857	218419	0
18	40	0	3	1.45818e+06	1	8	5	104857	216986	0
18	40	0	3	1.45818e+06	1	8	6	104857	217190	0
18	40	0	3	1.45818e+06	1	8	7	104857	219034	0
18	40	0	3	1.45818e+06	1	8	8	104857	217395	0
18	40	0	3	1.45818e+06	1	8	9	104857	217702	0
18	40	0	3	1.45818e+06	1	8	10	104857	217190	0
18	40	0	3	1.45818e+06	1	16	1	104857	230400	0
18	40	0	3	1.45818e+06	1	16	2	104857	223744	0
18	40	0	3	1.45818e+06	1	16	3	104857	225690	0
18	40	0	3	1.45818e+06	1	16	4	104857	221901	0
18	40	0	3	1.45818e+06	1	16	5	104857	221696	0
18	40	0	3	1.45818e+06	1	16	6	104857	223846	0
18	40	0	3	1.45818e+06	1	16	7	104857	222208	0
18	40	0	3	1.45818e+06	1	16	8	104857	224051	0
18	40	0	3	1.45818e+06	1	16	9	104857	224256	0
18	40	0	3	1.45818e+06	1	16	10	104857	223232	0
18	40	0	3	1.45818e+06	1	32	1	104857	239514	0
18	40	0	3	1.45818e+06	1	32	2	104857	239309	0
18	40	0	3	1.45818e+06	1	32	3	104857	242790	0
18	40	0	3	1.45818e+06	1	32	4	104857	241971	0
18	40	0	3	1.45818e+06	1	32	5	104857	242893	0
18	40	0	3	1.45818e+06	1	32	6	104857	242893	0
18	40	0	3	1.45818e+06	1	32	7	104857	242688	0
18	40	0	3	1.45818e+06	1	32	8	104857	242586	0
18	40	0	3	1.45818e+06	1	32	9	104857	243098	0
18	40	0	3	1.45818e+06	1	32	10	104857	243811	0
18	40	0	3	1.45818e+06	1	64	1	104857	252621	0
18	40	0	3	1.45818e+06	1	64	2	104857	240947	0
18	40	0	3	1.45818e+06	1	64	3	104857	245760	0
18	40	0	3	1.45818e+06	1	64	4	104857	246067	0
18	40	0	3	1.45818e+06	1	64	5	104857	244531	0
18	40	0	3	1.45818e+06	1	64	6	104857	242893	0
18	40	0	3	1.45818e+06	1	64	7	104857	243200	0
18	40	0	3	1.45818e+06	1	64	8	104857	243507	0
18	40	0	3	1.45818e+06	1	64	9	104857	242995	0
18	40	0	3	1.45818e+06	1	64	10	104857	247501	0
18	40	0	3	1.45818e+06	1	128	1	104857	245965	0
18	40	0	3	1.45818e+06	1	128	2	104857	251699	0
18	40	0	3	1.45818e+06	1	128	3	104857	254054	0
18	40	0	3	1.45818e+06	1	128	4	104857	245248	0
18	40	0	3	1.45818e+06	1	128	5	104857	244531	0
18	40	0	3	1.45818e+06	1	128	6	104857	244326	0
18	40	0	3	1.45818e+06	1	128	7	104857	245043	0
18	40	0	3	1.45818e+06	1	128	8	104857	246477	0
18	40	0	3	1.45818e+06	1	128	9	104857	245350	0
18	40	0	3	1.45818e+06	1	128	10	104857	248320	0
18	40	0	3	1.45818e+06	1	256	1	104857	253235	0
18	40	0	3	1.45818e+06	1	256	2	104857	253542	0
18	40	0	3	1.45818e+06	1	256	3	104857	246784	0
18	40	0	3	1.45818e+06	1	256	4	104857	244122	0
18	40	0	3	1.45818e+06	1	256	5	104857	247194	0
18	40	0	3	1.45818e+06	1	256	6	104857	245453	0
18	40	0	3	1.45818e+06	1	256	7	104857	246374	0
18	40	0	3	1.45818e+06	1	256	8	104857	245760	0
18	40	0	3	1.45818e+06	1	256	9	104857	248320	0
18	40	0	3	1.45818e+06	1	256	10	104857	339456	0
18	40	0	3	1.45818e+06	1	512	1	104857	286413	0
18	40	0	3	1.45818e+06	1	512	2	104857	245453	0
18	40	0	3	1.45818e+06	1	512	3	104857	243814	0
18	40	0	3	1.45818e+06	1	512	4	104857	242278	0
18	40	0	3	1.45818e+06	1	512	5	104857	241050	0
18	40	0	3	1.45818e+06	1	512	6	104857	241664	0
18	40	0	3	1.45818e+06	1	512	7	104857	247296	0
18	40	0	3	1.45818e+06	1	512	8	104857	246682	0
18	40	0	3	1.45818e+06	1	512	9	104857	400384	0
18	40	0	3	1.45818e+06	2	2	1	104857	329933	0
18	40	0	3	1.45818e+06	2	2	2	104857	170291	0
18	40	0	3	1.45818e+06	2	2	3	104857	115917	0
18	40	0	3	1.45818e+06	2	2	4	104857	110182	0
18	40	0	3	1.45818e+06	2	2	5	104857	109466	0
18	40	0	3	1.45818e+06	2	2	6	104857	109773	0
18	40	0	3	1.45818e+06	2	2	7	104857	110080	0
18	40	0	3	1.45818e+06	2	2	8	104857	110182	0
18	40	0	3	1.45818e+06	2	2	9	104857	110182	0
18	40	0	3	1.45818e+06	2	2	10	104857	110080	0
18	40	0	3	1.45818e+06	2	4	1	104857	234189	0
18	40	0	3	1.45818e+06	2	4	2	104857	120525	0
18	40	0	3	1.45818e+06	2	4	3	104857	65740.8	0
18	40	0	3	1.45818e+06	2	4	4	104857	64102.4	0
18	40	0	3	1.45818e+06	2	4	5	104857	63897.6	0
18	40	0	3	1.45818e+06	2	4	6	104857	63283.2	0
18	40	0	3	1.45818e+06	2	4	7	104857	63692.8	0
18	40	0	3	1.45818e+06	2	4	8	104857	64102.4	0
18	40	0	3	1.45818e+06	2	4	9	104857	63488	0
18	40	0	3	1.45818e+06	2	4	10	104857	64307.2	0
18	40	0	3	1.45818e+06	2	8	1	104857	185139	0
18	40	0	3	1.45818e+06	2	8	2	104857	97587.2	0
18	40	0	3	1.45818e+06	2	8	3	104857	53555.2	0
18	40	0	3	1.45818e+06	2	8	4	104857	43622.4	0
18	40	0	3	1.45818e+06	2	8	5	104857	42905.6	0
18	40	0	3	1.45818e+06	2	8	6	104857	45052.8	0
18	40	0	3	1.45818e+06	2	8	7	104857	44646.4	0
18	40	0	3	1.45818e+06	2	8	8	104857	45363.2	0
18	40	0	3	1.45818e+06	2	8	9	104857	45670.4	0
18	40	0	3	1.45818e+06	2	8	10	104857	45772.8	0
18	40	0	3	1.45818e+06	2	16	1	104857	156160	0
18	40	0	3	1.45818e+06	2	16	2	104857	83558.4	0
18	40	0	3	1.45818e+06	2	16	3	104857	50073.6	0
18	40	0	3	1.45818e+06	2	16	4	104857	38297.6	0
18	40	0	3	1.45818e+06	2	16	5	104857	34713.6	0
18	40	0	3	1.45818e+06	2	16	6	104857	35225.6	0
18	40	0	3	1.45818e+06	2	16	7	104857	35123.2	0
18	40	0	3	1.45818e+06	2	16	8	104857	35328	0
18	40	0	3	1.45818e+06	2	16	9	104857	35737.6	0
18	40	0	3	1.45818e+06	2	16	10	104857	39116.8	0
18	40	0	3	1.45818e+06	2	32	1	104857	161382	0
18	40	0	3	1.45818e+06	2	32	2	104857	90316.8	0
18	40	0	3	1.45818e+06	2	32	3	104857	67686.4	0
18	40	0	3	1.45818e+06	2	32	4	104857	65536	0
18	40	0	3	1.45818e+06	2	32	5	104857	65024	0
18	40	0	3	1.45818e+06	2	32	6	104857	63795.2	0
18	40	0	3	1.45818e+06	2	32	7	104857	65740.8	0
18	40	0	3	1.45818e+06	2	32	8	104857	66048	0
18	40	0	3	1.45818e+06	2	32	9	104857	65126.4	0
18	40	0	3	1.45818e+06	2	32	10	104857	76800	0
18	40	0	3	1.45818e+06	2	64	1	104857	168755	0
18	40	0	3	1.45818e+06	2	64	2	104857	95539.2	0
18	40	0	3	1.45818e+06	2	64	3	104857	64409.6	0
18	40	0	3	1.45818e+06	2	64	4	104857	65638.4	0
18	40	0	3	1.45818e+06	2	64	5	104857	61849.6	0
18	40	0	3	1.45818e+06	2	64	6	104857	61747.2	0
18	40	0	3	1.45818e+06	2	64	7	104857	63488	0
18	40	0	3	1.45818e+06	2	64	8	104857	61542.4	0
18	40	0	3	1.45818e+06	2	64	9	104857	71984	0
18	40	0	3	1.45818e+06	2	64	10	104857	66662.4	0
18	40	0	3	1.45818e+06	2	128	1	104857	187085	0
18	40	0	3	1.45818e+06	2	128	2	104857	96256	0
18	40	0	3	1.45818e+06	2	128	3	104857	78643.2	0
18	40	0	3	1.45818e+06	2	128	4	104857	60211.2	0
18	40	0	3	1.45818e+06	2	128	5	104857	62464	0
18	40	0	3	1.45818e+06	2	128	6	104857	61644.8	0
18	40	0	3	1.45818e+06	2	128	7	104857	60825.6	0
18	40	0	3	1.45818e+06	2	128	8	104857	71577.6	0
18	40	0	3	1.45818e+06	2	128	9	104857	67174.4	0
18	40	0	3	1.45818e+06	2	128	10	104857	117760	0
18	40	0	3	1.45818e+06	2	256	1	104857	181453	0
18	40	0	3	1.45818e+06	2	256	2	104857	122368	0
18	40	0	3	1.45818e+06	2	256	3	104857	70144	0
18	40	0	3	1.45818e+06	2	256	4	104857	73011.2	0
18	40	0	3	1.45818e+06	2	256	5	104857	76902.4	0
18	40	0	3	1.45818e+06	2	256	6	104857	76390.4	0
18	40	0	3	1.45818e+06	2	256	7	104857	77721.6	0
18	40	0	3	1.45818e+06	2	256	8	104857	77107.2	0
18	40	0	3	1.45818e+06	2	256	9	104857	114278	0
18	40	0	3	1.45818e+06	2	256	10	104857	223744	0
18	40	0	3	1.45818e+06	2	512	1	104857	235110	0
18	40	0	3	1.45818e+06	2	512	2	104857	127286	0
18	40	0	3	1.45818e+06	2	512	3	104857	126669	0
18	40	0	3	1.45818e+06	2	512	4	104857	134451	0
18	40	0	3	1.45818e+06	2	512	5	104857	147866	0
18	40	0	3	1.45818e+06	2	512	6	104857	146739	0
18	40	0	3	1.45818e+06	2	512	7	104857	147661	0
18	40	0	3	1.45818e+06	2	512	8	104857	204493	0
18	40	0	3	1.45818e+06	2	512	9	104857	400896	0
18	40	0	3	1.45818e+06	3	2	1	104857	392499	0
18	40	0	3	1.45818e+06	3	2	2	104857	199578	0
18	40	0	3	1.45818e+06	3	2	3	104857	124006	0
18	40	0	3	1.45818e+06	3	2	4	104857	116838	0
18	40	0	3	1.45818e+06	3	2	5	104857	116224	0
18	40	0	3	1.45818e+06	3	2	6	104857	116224	0
18	40	0	3	1.45818e+06	3	2	7	104857	116326	0
18	40	0	3	1.45818e+06	3	2	8	104857	116941	0
18	40	0	3	1.45818e+06	3	2	9	104857	116941	0
18	40	0	3	1.45818e+06	3	2	10	104857	117965	0
18	40	0	3	1.45818e+06	3	4	1	104857	269619	0
18	40	0	3	1.45818e+06	3	4	2	104857	138650	0
18	40	0	3	1.45818e+06	3	4	3	104857	89088	0
18	40	0	3	1.45818e+06	3	4	4	104857	77004.8	0
18	40	0	3	1.45818e+06	3	4	5	104857	71577.6	0
18	40	0	3	1.45818e+06	3	4	6	104857	68812.8	0
18	40	0	3	1.45818e+06	3	4	7	104857	69734.4	0
18	40	0	3	1.45818e+06	3	4	8	104857	70246.4	0
18	40	0	3	1.45818e+06	3	4	9	104857	70348.8	0
18	40	0	3	1.45818e+06	3	4	10	104857	70963.2	0
18	40	0	3	1.45818e+06	3	8	1	104857	131277	0
18	40	0	3	1.45818e+06	3	8	2	104857	70860.8	0
18	40	0	3	1.45818e+06	3	8	3	104857	51097.6	0
18	40	0	3	1.45818e+06	3	8	4	104857	46284.8	0
18	40	0	3	1.45818e+06	3	8	5	104857	47001.6	0
18	40	0	3	1.45818e+06	3	8	6	104857	48025.6	0
18	40	0	3	1.45818e+06	3	8	7	104857	47923.2	0
18	40	0	3	1.45818e+06	3	8	8	104857	47923.2	0
18	40	0	3	1.45818e+06	3	8	9	104857	48124.8	0
18	40	0	3	1.45818e+06	3	8	10	104857	49356.8	0
18	40	0	3	1.45818e+06	3	16	1	104857	120013	0
18	40	0	3	1.45818e+06	3	16	2	104857	63897.6	0
18	40	0	3	1.45818e+06	3	16	3	104857	41267.2	0
18	40	0	3	1.45818e+06	3	16	4	104857	38092.8	0
18	40	0	3	1.45818e+06	3	16	5	104857	37580.8	0
18	40	0	3	1.45818e+06	3	16	6	104857	38809.6	0
18	40	0	3	1.45818e+06	3	16	7	104857	38502.4	0
18	40	0	3	1.45818e+06	3	16	8	104857	38912	0
18	40	0	3	1.45818e+06	3	16	9	104857	39731.2	0
18	40	0	3	1.45818e+06	3	16	10	104857	41369.6	0
18	40	0	3	1.45818e+06	3	32	1	104857	116736	0
18	40	0	3	1.45818e+06	3	32	2	104857	63488	0
18	40	0	3	1.45818e+06	3	32	3	104857	47820.8	0
18	40	0	3	1.45818e+06	3	32	4	104857	43008	0
18	40	0	3	1.45818e+06	3	32	5	104857	50483.2	0
18	40	0	3	1.45818e+06	3	32	6	104857	45158.4	0
18	40	0	3	1.45818e+06	3	32	7	104857	46387.2	0
18	40	0	3	1.45818e+06	3	32	8	104857	45875.2	0
18	40	0	3	1.45818e+06	3	32	9	104857	45158.4	0
18	40	0	3	1.45818e+06	3	32	10	104857	52633.6	0
18	40	0	3	1.45818e+06	3	64	1	104857	114893	0
18	40	0	3	1.45818e+06	3	64	2	104857	64000	0
18	40	0	3	1.45818e+06	3	64	3	104857	44032	0
18	40	0	3	1.45818e+06	3	64	4	104857	42496	0
18	40	0	3	1.45818e+06	3	64	5	104857	38707.2	0
18	40	0	3	1.45818e+06	3	64	6	104857	39014.4	0
18	40	0	3	1.45818e+06	3	64	7	104857	39219.2	0
18	40	0	3	1.45818e+06	3	64	8	104857	38912	0
18	40	0	3	1.45818e+06	3	64	9	104857	47513.6	0
18	40	0	3	1.45818e+06	3	64	10	104857	47923.2	0
18	40	0	3	1.45818e+06	3	128	1	104857	154518	0
18	40	0	3	1.45818e+06	3	128	2	104857	85606.4	0
18	40	0	3	1.45818e+06	3	128	3	104857	74444.8	0
18	40	0	3	1.45818e+06	3	128	4	104857	63590.4	0
18	40	0	3	1.45818e+06	3	128	5	104857	66867.2	0
18	40	0	3	1.45818e+06	3	128	6	104857	65740.8	0
18	40	0	3	1.45818e+06	3	128	7	104857	65430.4	0
18	40	0	3	1.45818e+06	3	128	8	104857	78848	0
18	40	0	3	1.45818e+06	3	128	9	104857	77516.8	0
18	40	0	3	1.45818e+06	3	128	10	104857	136499	0
18	40	0	3	1.45818e+06	3	256	1	104857	151654	0
18	40	0	3	1.45818e+06	3	256	2	104857	94822.4	0
18	40	0	3	1.45818e+06	3	256	3	104857	68915.2	0
18	40	0	3	1.45818e+06	3	256	4	104857	71782.4	0
18	40	0	3	1.45818e+06	3	256	5	104857	76697.6	0
18	40	0	3	1.45818e+06	3	256	6	104857	77209.6	0
18	40	0	3	1.45818e+06	3	256	7	104857	77209.6	0
18	40	0	3	1.45818e+06	3	256	8	104857	79155.2	0
18	40	0	3	1.45818e+06	3	256	9	104857	135782	0
18	40	0	3	1.45818e+06	3	256	10	104857	259584	0
18	40	0	3	1.45818e+06	3	512	1	104857	168448	0
18	40	0	3	1.45818e+06	3	512	2	104857	98201.6	0
