Q4
GroupSize	PSTime	Variant	TotalSize	Intent	GlobalSize	localSize	Aggregate	AggTime
	129478	797696	0	131072	1	131072	4	1	163533	0
	129478	797696	0	131072	1	131072	8	1	86323.2	0
	129478	797696	0	131072	1	131072	16	1	46182.4	0
	129478	797696	0	131072	1	131072	32	1	26112	0
	129478	797696	0	131072	1	131072	64	1	16588.8	0
	129478	797696	0	131072	1	131072	128	1	16793.6	0
	129478	797696	0	131072	1	131072	256	1	15667.2	0
	129478	797696	0	131072	1	131072	512	1	16179.2	0
	129478	797696	0	131072	1	131072	1024	1	16384	0
	129478	797696	1	131072	2	65536	4	1	101786	0
	129478	797696	1	131072	2	65536	8	1	53964.8	0
	129478	797696	1	131072	2	65536	16	1	30310.4	0
	129478	797696	1	131072	2	65536	32	1	19865.6	0
	129478	797696	1	131072	2	65536	64	1	18227.2	0
	129478	797696	1	131072	2	65536	128	1	18329.6	0
	129478	797696	1	131072	2	65536	256	1	18636.8	0
	129478	797696	1	131072	2	65536	512	1	18329.6	0
	129478	797696	1	131072	2	65536	1024	1	19148.8	0
	129478	797696	1	131072	4	32768	4	1	69324.8	0
	129478	797696	1	131072	4	32768	8	1	38912	0
	129478	797696	1	131072	4	32768	16	1	24780.8	0
	129478	797696	1	131072	4	32768	32	1	24268.8	0
	129478	797696	1	131072	4	32768	64	1	23347.2	0
	129478	797696	1	131072	4	32768	128	1	23756.8	0
	129478	797696	1	131072	4	32768	256	1	23449.6	0
	129478	797696	1	131072	4	32768	512	1	23552	0
	129478	797696	1	131072	4	32768	1024	1	24985.6	0
	129478	797696	1	131072	8	16384	4	1	54579.2	0
	129478	797696	1	131072	8	16384	8	1	33894.4	0
	129478	797696	1	131072	8	16384	16	1	31027.2	0
	129478	797696	1	131072	8	16384	32	1	31846.4	0
	129478	797696	1	131072	8	16384	64	1	31744	0
	129478	797696	1	131072	8	16384	128	1	32870.4	0
	129478	797696	1	131072	8	16384	256	1	35225.6	0
	129478	797696	1	131072	8	16384	512	1	36147.2	0
	129478	797696	1	131072	8	16384	1024	1	42188.8	0
	129478	797696	1	131072	16	8192	4	1	47718.4	0
	129478	797696	1	131072	16	8192	8	1	36147.2	0
	129478	797696	1	131072	16	8192	16	1	35942.4	0
	129478	797696	1	131072	16	8192	32	1	38704	0
	129478	797696	1	131072	16	8192	64	1	39219.2	0
	129478	797696	1	131072	16	8192	128	1	36352	0
	129478	797696	1	131072	16	8192	256	1	41779.2	0
	129478	797696	1	131072	16	8192	512	1	39833.6	0
	129478	797696	1	131072	16	8192	1024	1	47206.4	0
	129478	797696	1	131072	32	4096	4	1	46796.8	0
	129478	797696	1	131072	32	4096	8	1	36556.8	0
	129478	797696	1	131072	32	4096	16	1	38195.2	0
	129478	797696	1	131072	32	4096	32	1	42700.8	0
	129478	797696	1	131072	32	4096	64	1	45772.8	0
	129478	797696	1	131072	32	4096	128	1	42598.4	0
	129478	797696	1	131072	32	4096	256	1	43724.8	0
	129478	797696	1	131072	32	4096	512	1	49459.2	0
	129478	797696	1	131072	32	4096	1024	1	50073.6	0
	129478	797696	1	131072	64	2048	4	1	48332.8	0
	129478	797696	1	131072	64	2048	8	1	44339.2	0
	129478	797696	1	131072	64	2048	16	1	38400	0
	129478	797696	1	131072	64	2048	32	1	36659.2	0
	129478	797696	1	131072	64	2048	64	1	38195.2	0
	129478	797696	1	131072	64	2048	128	1	38297.6	0
	129478	797696	1	131072	64	2048	256	1	48124.8	0
	129478	797696	1	131072	64	2048	512	1	49049.6	0
	129478	797696	1	131072	64	2048	1024	1	87552	0
	129478	797696	1	131072	128	1024	4	1	58163.2	0
	129478	797696	1	131072	128	1024	8	1	40960	0
	129478	797696	1	131072	128	1024	16	1	41164.8	0
	129478	797696	1	131072	128	1024	32	1	41267.2	0
	129478	797696	1	131072	128	1024	64	1	52736	0
	129478	797696	1	131072	128	1024	128	1	54169.6	0
	129478	797696	1	131072	128	1024	256	1	53248	0
	129478	797696	1	131072	128	1024	512	1	91443.2	0
	129478	797696	1	131072	128	1024	1024	1	175616	0
	129478	797696	1	131072	256	512	4	1	58880	0
	129478	797696	1	131072	256	512	8	1	60313.6	0
	129478	797696	1	131072	256	512	16	1	66048	0
	129478	797696	1	131072	256	512	32	1	77209.6	0
	129478	797696	1	131072	256	512	64	1	69324.8	0
	129478	797696	1	131072	256	512	128	1	72089.6	0
	129478	797696	1	131072	256	512	256	1	102400	0
	129478	797696	1	131072	256	512	512	1	175206	0
	129478	797696	1	131072	512	256	4	1	109773	0
	129478	797696	1	131072	512	256	8	1	112333	0
	129478	797696	1	131072	512	256	16	1	120832	0
	129478	797696	1	131072	512	256	32	1	130458	0
	129478	797696	1	131072	512	256	64	1	129331	0
	129478	797696	1	131072	512	256	128	1	131994	0
	129478	797696	1	131072	512	256	256	1	203878	0
	129478	797696	2	131072	2	65536	4	1	104960	0
	129478	797696	2	131072	2	65536	8	1	54169.6	0
	129478	797696	2	131072	2	65536	16	1	30412.8	0
	129478	797696	2	131072	2	65536	32	1	19660.8	0
	129478	797696	2	131072	2	65536	64	1	18739.2	0
	129478	797696	2	131072	2	65536	128	1	25497.6	0
	129478	797696	2	131072	2	65536	256	1	19968	0
	129478	797696	2	131072	2	65536	512	1	18534.4	0
	129478	797696	2	131072	2	65536	1024	1	19456	0
	129478	797696	2	131072	4	32768	4	1	72396.8	0
	129478	797696	2	131072	4	32768	8	1	40345.6	0
	129478	797696	2	131072	4	32768	16	1	26726.4	0
	129478	797696	2	131072	4	32768	32	1	24883.2	0
	129478	797696	2	131072	4	32768	64	1	25190.4	0
	129478	797696	2	131072	4	32768	128	1	25190.4	0
	129478	797696	2	131072	4	32768	256	1	25190.4	0
	129478	797696	2	131072	4	32768	512	1	25497.6	0
	129478	797696	2	131072	4	32768	1024	1	27238.4	0
	129478	797696	2	131072	8	16384	4	1	56627.2	0
	129478	797696	2	131072	8	16384	8	1	37785.6	0
	129478	797696	2	131072	8	16384	16	1	33689.6	0
	129478	797696	2	131072	8	16384	32	1	36044.8	0
	129478	797696	2	131072	8	16384	64	1	34918.4	0
	129478	797696	2	131072	8	16384	128	1	35737.6	0
	129478	797696	2	131072	8	16384	256	1	36556.8	0
	129478	797696	2	131072	8	16384	512	1	40960	0
	129478	797696	2	131072	8	16384	1024	1	45568	0
	129478	797696	2	131072	16	8192	4	1	58368	0
	129478	797696	2	131072	16	8192	8	1	40243.2	0
	129478	797696	2	131072	16	8192	16	1	41062.4	0
	129478	797696	2	131072	16	8192	32	1	41984	0
	129478	797696	2	131072	16	8192	64	1	42803.2	0
	129478	797696	2	131072	16	8192	128	1	42496	0
	129478	797696	2	131072	16	8192	256	1	43622.4	0
	129478	797696	2	131072	16	8192	512	1	48128	0
	129478	797696	2	131072	16	8192	1024	1	56012.8	0
	129478	797696	2	131072	32	4096	4	1	56832	0
	129478	797696	2	131072	32	4096	8	1	48742.4	0
	129478	797696	2	131072	32	4096	16	1	56524.8	0
	129478	797696	2	131072	32	4096	32	1	51609.6	0
	129478	797696	2	131072	32	4096	64	1	52121.6	0
	129478	797696	2	131072	32	4096	128	1	54067.2	0
	129478	797696	2	131072	32	4096	256	1	57344	0
	129478	797696	2	131072	32	4096	512	1	64409.6	0
	129478	797696	2	131072	32	4096	1024	1	69017.6	0
	129478	797696	2	131072	64	2048	4	1	58777.6	0
	129478	797696	2	131072	64	2048	8	1	53350.4	0
	129478	797696	2	131072	64	2048	16	1	47616	0
	129478	797696	2	131072	64	2048	32	1	48128	0
	129478	797696	2	131072	64	2048	64	1	50380.8	0
	129478	797696	2	131072	64	2048	128	1	50073.6	0
	129478	797696	2	131072	64	2048	256	1	63180.8	0
	129478	797696	2	131072	64	2048	512	1	62976	0
	129478	797696	2	131072	64	2048	1024	1	114688	0
	129478	797696	2	131072	128	1024	4	1	73318.4	0
	129478	797696	2	131072	128	1024	8	1	49254.4	0
	129478	797696	2	131072	128	1024	16	1	50688	0
	129478	797696	2	131072	128	1024	32	1	55808	0
	129478	797696	2	131072	128	1024	64	1	56627.2	0
	129478	797696	2	131072	128	1024	128	1	66662.4	0
	129478	797696	2	131072	128	1024	256	1	67379.2	0
	129478	797696	2	131072	128	1024	512	1	125952	0
	129478	797696	2	131072	128	1024	1024	1	246067	0
	129478	797696	2	131072	256	512	4	1	72396.8	0
	129478	797696	2	131072	256	512	8	1	73625.6	0
	129478	797696	2	131072	256	512	16	1	76390.4	0
	129478	797696	2	131072	256	512	32	1	82944	0
	129478	797696	2	131072	256	512	64	1	85404.8	0
	129478	797696	2	131072	256	512	128	1	85196.8	0
	129478	797696	2	131072	256	512	256	1	125030	0
	129478	797696	2	131072	256	512	512	1	242278	0
	129478	797696	2	131072	512	256	4	1	132813	0
	129478	797696	2	131072	512	256	8	1	133530	0
	129478	797696	2	131072	512	256	16	1	141312	0
	129478	797696	2	131072	512	256	32	1	157491	0
	129478	797696	2	131072	512	256	64	1	163635	0
	129478	797696	2	131072	512	256	128	1	174080	0
	129478	797696	2	131072	512	256	256	1	300749	0
	129478	797696	3	131072	2	65536	4	1	121037	0
	129478	797696	3	131072	2	65536	8	1	63488	0
	129478	797696	3	131072	2	65536	16	1	33689.6	0
	129478	797696	3	131072	2	65536	32	1	24780.8	0
	129478	797696	3	131072	2	65536	64	1	24064	0
	129478	797696	3	131072	2	65536	128	1	23347.2	0
	129478	797696	3	131072	2	65536	256	1	23756.8	0
	129478	797696	3	131072	2	65536	512	1	24780.8	0
	129478	797696	3	131072	2	65536	1024	1	25395.2	0
	129478	797696	3	131072	4	32768	4	1	114483	0
	129478	797696	3	131072	4	32768	8	1	62566.4	0
	129478	797696	3	131072	4	32768	16	1	40960	0
	129478	797696	3	131072	4	32768	32	1	38912	0
	129478	797696	3	131072	4	32768	64	1	39321.6	0
	129478	797696	3	131072	4	32768	128	1	39628.8	0
	129478	797696	3	131072	4	32768	256	1	40140.8	0
	129478	797696	3	131072	4	32768	512	1	41062.4	0
	129478	797696	3	131072	4	32768	1024	1	41881.6	0
	129478	797696	3	131072	8	16384	4	1	100659	0
	129478	797696	3	131072	8	16384	8	1	63078.4	0
	129478	797696	3	131072	8	16384	16	1	52838.4	0
	129478	797696	3	131072	8	16384	32	1	54988.8	0
	129478	797696	3	131072	8	16384	64	1	60313.6	0
	129478	797696	3	131072	8	16384	128	1	64409.6	0
	129478	797696	3	131072	8	16384	256	1	64409.6	0
	129478	797696	3	131072	8	16384	512	1	66662.4	0
