InputSize,GroupSize,Distribution,resultSize,PSTime,Variant,Intent,localSize,Aggregate,AggTime
18,18,0,1,1460000,2,4,1,262144,276408
18,18,0,1,1460000,2,4,2,262144,136981
18,18,0,1,1460000,2,4,3,262144,72704
18,18,0,1,1460000,2,4,4,262144,37335.4
18,18,0,1,1460000,2,4,5,262144,27638.1
18,18,0,1,1460000,2,4,6,262144,24842.6
18,18,0,1,1460000,2,4,7,262171,25231.4
18,18,0,1,1460000,2,4,8,262144,28057.9
18,18,0,1,1460000,2,4,9,262144,29737
18,18,0,1,1460000,2,4,10,262144,70809.6
18,18,0,1,1460000,2,8,1,262144,193864
18,18,0,1,1460000,2,8,2,262144,104253
18,18,0,1,1460000,2,8,3,262144,58562.6
18,18,0,1,1460000,2,8,4,262144,35317.8
18,18,0,1,1460000,2,8,5,262144,31682.2
18,18,0,1,1460000,2,8,6,262144,32491.5
18,18,0,1,1460000,2,8,7,262144,38369.3
18,18,0,1,1460000,2,8,8,262144,30023.7
18,18,0,1,1460000,2,8,9,262144,36935.7
18,18,0,1,1460000,2,8,10,262144,34160.6
18,18,0,1,1460000,2,16,1,262144,175821
18,18,0,1,1460000,2,16,2,262144,96204.8
18,18,0,1,1460000,2,16,3,262144,55040
18,18,0,1,1460000,2,16,4,262144,34253.1
18,18,0,1,1460000,2,16,5,262144,28201
18,18,0,1,1460000,2,16,6,262144,27320.3
18,18,0,1,1460000,2,16,7,262144,30617.6
18,18,0,1,1460000,2,16,8,262144,32665.6
18,18,0,1,1460000,2,16,9,262144,29491.2
18,18,0,1,1460000,2,16,10,0,0
18,18,0,1,1460000,2,32,1,262144,200264
18,18,0,1,1460000,2,32,2,262144,110694
18,18,0,1,1460000,2,32,3,262144,73625.6
18,18,0,1,1460000,2,32,4,262144,63692.8
18,18,0,1,1460000,2,32,5,262144,59996.2
18,18,0,1,1460000,2,32,6,262144,59863
18,18,0,1,1460000,2,32,7,262144,67768.6
18,18,0,1,1460000,2,32,8,262144,62556.8
18,18,0,1,1460000,2,32,9,0,0
18,18,0,1,1460000,2,32,10,0,0
18,18,0,1,1460000,2,64,1,262144,176445
18,18,0,1,1460000,2,64,2,262144,101673
18,18,0,1,1460000,2,64,3,262144,66938.9
18,18,0,1,1460000,2,64,4,262144,63139.8
18,18,0,1,1460000,2,64,5,262144,62136.3
18,18,0,1,1460000,2,64,6,262144,72345.6
18,18,0,1,1460000,2,64,7,262144,66181.1
18,18,0,1,1460000,2,64,8,0,0
18,18,0,1,1460000,2,64,9,0,0
18,18,0,1,1460000,2,64,10,0,0
18,18,0,1,1460000,2,128,1,262144,207821
18,18,0,1,1460000,2,128,2,262144,115732
18,18,0,1,1460000,2,128,3,262144,82155.8
18,18,0,1,1460000,2,128,4,262144,84931.2
18,18,0,1,1460000,2,128,5,262144,122235
18,18,0,1,1460000,2,128,6,262144,124119
18,18,0,1,1460000,2,128,7,0,0
18,18,0,1,1460000,2,128,8,0,0
18,18,0,1,1460000,2,128,9,0,0
18,18,0,1,1460000,2,128,10,0,0
18,18,0,1,1460000,2,256,1,262144,196803
18,18,0,1,1460000,2,256,2,262144,138035
18,18,0,1,1460000,2,256,3,262144,131154
18,18,0,1,1460000,2,256,4,262144,188590
18,18,0,1,1460000,2,256,5,262144,213689
18,18,0,1,1460000,2,256,6,0,0
18,18,0,1,1460000,2,256,7,0,0
18,18,0,1,1460000,2,256,8,0,0
18,18,0,1,1460000,2,256,9,0,0
18,18,0,1,1460000,2,256,10,0,0
18,18,0,1,1460000,2,512,1,262144,253737
18,18,0,1,1460000,2,512,2,262144,251218
18,18,0,1,1460000,2,512,3,262144,362404
18,18,0,1,1460000,2,512,4,262144,380600
18,18,0,1,1460000,2,512,5,0,0
18,18,0,1,1460000,2,512,6,0,0
18,18,0,1,1460000,2,512,7,0,0
18,18,0,1,1460000,2,512,8,0,0
18,18,0,1,1460000,2,512,9,0,0
18,18,0,1,1460000,3,2,1,262144,440924
18,18,0,1,1460000,3,2,2,262144,234936
18,18,0,1,1460000,3,2,3,262144,120289
18,18,0,1,1460000,3,2,4,262144,58286.1
18,18,0,1,1460000,3,2,5,262144,40099.8
18,18,0,1,1460000,3,2,6,262177,30996.5
18,18,0,1,1460000,3,2,7,262122,31067.8
18,18,0,1,1460000,3,2,8,262132,31621.1
18,18,0,1,1460000,3,2,9,262162,33495
18,18,0,1,1460000,3,2,10,262144,37181.4
18,18,0,1,1460000,3,4,1,262144,278333
18,18,0,1,1460000,3,4,2,262144,142807
18,18,0,1,1460000,3,4,3,262144,76871.7
18,18,0,1,1460000,3,4,4,262144,60487.7
18,18,0,1,1460000,3,4,5,262144,33167.4
18,18,0,1,1460000,3,4,6,262144,30197.8
18,18,0,1,1460000,3,4,7,262144,31559.7
18,18,0,1,1460000,3,4,8,262144,32512
18,18,0,1,1460000,3,4,9,262144,32645.4
18,18,0,1,1460000,3,4,10,262144,34539.5
18,18,0,1,1460000,3,8,1,262144,156447
18,18,0,1,1460000,3,8,2,262144,83947.5
18,18,0,1,1460000,3,8,3,262144,49203.2
18,18,0,1,1460000,3,8,4,262144,42219.5
18,18,0,1,1460000,3,8,5,262144,34416.6
18,18,0,1,1460000,3,8,6,262144,31518.7
18,18,0,1,1460000,3,8,7,262144,31508.5
18,18,0,1,1460000,3,8,8,262144,32092.2
18,18,0,1,1460000,3,8,9,262144,33863.7
18,18,0,1,1460000,3,8,10,262144,33464.3
18,18,0,1,1460000,3,16,1,262144,111503
18,18,0,1,1460000,3,16,2,262144,61122.6
18,18,0,1,1460000,3,16,3,262144,38625.3
18,18,0,1,1460000,3,16,4,262144,34191.4
18,18,0,1,1460000,3,16,5,262144,31539.5
18,18,0,1,1460000,3,16,6,262144,30955.5
18,18,0,1,1460000,3,16,7,262144,29870.1
18,18,0,1,1460000,3,16,8,262144,32727
18,18,0,1,1460000,3,16,9,262144,33095.7
18,18,0,1,1460000,3,16,10,0,0
18,18,0,1,1460000,3,32,1,262144,102062
18,18,0,1,1460000,3,32,2,262144,58347.5
18,18,0,1,1460000,3,32,3,262144,47769.6
18,18,0,1,1460000,3,32,4,262144,42659.8
18,18,0,1,1460000,3,32,5,262144,37888
18,18,0,1,1460000,3,32,6,262144,37540.2
18,18,0,1,1460000,3,32,7,262144,43305
18,18,0,1,1460000,3,32,8,262144,40785.9
18,18,0,1,1460000,3,32,9,0,0
18,18,0,1,1460000,3,32,10,0,0
18,18,0,1,1460000,3,64,1,262144,99747.8
18,18,0,1,1460000,3,64,2,262144,55982.1
18,18,0,1,1460000,3,64,3,262144,44800
18,18,0,1,1460000,3,64,4,262144,39434.2
18,18,0,1,1460000,3,64,5,262144,40458.9
18,18,0,1,1460000,3,64,6,262144,40867.8
18,18,0,1,1460000,3,64,7,262144,42485.8
18,18,0,1,1460000,3,64,8,0,0
18,18,0,1,1460000,3,64,9,0,0
18,18,0,1,1460000,3,64,10,0,0
18,18,0,1,1460000,3,128,1,262144,137001
18,18,0,1,1460000,3,128,2,262144,82606.1
18,18,0,1,1460000,3,128,3,262144,71096.3
18,18,0,1,1460000,3,128,4,262144,74373.1
18,18,0,1,1460000,3,128,5,262144,74865
18,18,0,1,1460000,3,128,6,262144,72017.9
18,18,0,1,1460000,3,128,7,0,0
18,18,0,1,1460000,3,128,8,0,0
18,18,0,1,1460000,3,128,9,0,0
18,18,0,1,1460000,3,128,10,0,0
18,18,0,1,1460000,3,256,1,262144,140268
18,18,0,1,1460000,3,256,2,262144,82247.7
18,18,0,1,1460000,3,256,3,262144,74178.6
18,18,0,1,1460000,3,256,4,262144,85749.8
18,18,0,1,1460000,3,256,5,262144,97648.6
18,18,0,1,1460000,3,256,6,0,0
18,18,0,1,1460000,3,256,7,0,0
18,18,0,1,1460000,3,256,8,0,0
18,18,0,1,1460000,3,256,9,0,0
18,18,0,1,1460000,3,256,10,0,0
18,18,0,1,1460000,3,512,1,262144,146033
18,18,0,1,1460000,3,512,2,262144,112169
18,18,0,1,1460000,3,512,3,262144,132393
18,18,0,1,1460000,3,512,4,262144,137544
18,18,0,1,1460000,3,512,5,0,0
18,18,0,1,1460000,3,512,6,0,0
18,18,0,1,1460000,3,512,7,0,0
18,18,0,1,1460000,3,512,8,0,0
18,18,0,1,1460000,3,512,9,0,0
19,19,0,1,3220000,0,1,1,524288,1770000
19,19,0,1,3220000,0,1,2,524288,834365
19,19,0,1,3220000,0,1,3,524288,405105
19,19,0,1,3220000,0,1,4,524288,197253
19,19,0,1,3220000,0,1,5,524288,97249.3
19,19,0,1,3220000,0,1,6,524619,83558.4
19,19,0,1,3220000,0,1,7,524839,89282.2
19,19,0,1,3220000,0,1,8,524315,91914.2
19,19,0,1,3220000,0,1,9,524292,97474.6
19,19,0,1,3220000,0,1,10,524287,107930
19,19,0,1,3220000,1,2,1,524288,910510
19,19,0,1,3220000,1,2,2,524288,442245
19,19,0,1,3220000,1,2,3,524288,212797
19,19,0,1,3220000,1,2,4,524288,99952.6
19,19,0,1,3220000,1,2,5,524288,82760
19,19,0,1,3220000,1,2,6,524385,72457.9
19,19,0,1,3220000,1,2,7,524313,71567
19,19,0,1,3220000,1,2,8,524444,73308.2
19,19,0,1,3220000,1,2,9,524203,75622.4
19,19,0,1,3220000,1,2,10,524251,83138.9
19,19,0,1,3220000,1,4,1,524288,452055
19,19,0,1,3220000,1,4,2,524288,224696
