Q1
GroupSize	PSTime	Variant	TotalSize	Intent	GlobalSize	localSize	Aggregate	AggTime
	388995	3.2215e+06	0	524288	1	524288	4	1	696832	0
	388995	3.2215e+06	0	524288	1	524288	8	1	369254	0
	388995	3.2215e+06	0	524288	1	524288	16	1	210534	0
	388995	3.2215e+06	0	524288	1	524288	32	1	129024	0
	388995	3.2215e+06	0	524288	1	524288	64	1	101683	0
	388995	3.2215e+06	0	524288	1	524288	128	1	101069	0
	388995	3.2215e+06	0	524288	1	524288	256	1	101069	0
	388995	3.2215e+06	0	524288	1	524288	512	1	102093	0
	388995	3.2215e+06	0	524288	1	524288	1024	1	104448	0
	388995	3.2215e+06	1	524288	2	262144	4	1	431616	0
	388995	3.2215e+06	1	524288	2	262144	8	1	242176	0
	388995	3.2215e+06	1	524288	2	262144	16	1	144486	0
	388995	3.2215e+06	1	524288	2	262144	32	1	103834	0
	388995	3.2215e+06	1	524288	2	262144	64	1	103014	0
	388995	3.2215e+06	1	524288	2	262144	128	1	108339	0
	388995	3.2215e+06	1	524288	2	262144	256	1	106803	0
	388995	3.2215e+06	1	524288	2	262144	512	1	103936	0
	388995	3.2215e+06	1	524288	2	262144	1024	1	104038	0
	388995	3.2215e+06	1	524288	4	131072	4	1	291226	0
	388995	3.2215e+06	1	524288	4	131072	8	1	174080	0
	388995	3.2215e+06	1	524288	4	131072	16	1	123802	0
	388995	3.2215e+06	1	524288	4	131072	32	1	111718	0
	388995	3.2215e+06	1	524288	4	131072	64	1	117862	0
	388995	3.2215e+06	1	524288	4	131072	128	1	119091	0
	388995	3.2215e+06	1	524288	4	131072	256	1	122163	0
	388995	3.2215e+06	1	524288	4	131072	512	1	118784	0
	388995	3.2215e+06	1	524288	4	131072	1024	1	124621	0
	388995	3.2215e+06	1	524288	8	65536	4	1	225178	0
	388995	3.2215e+06	1	524288	8	65536	8	1	147251	0
	388995	3.2215e+06	1	524288	8	65536	16	1	135578	0
	388995	3.2215e+06	1	524288	8	65536	32	1	137728	0
	388995	3.2215e+06	1	524288	8	65536	64	1	153600	0
	388995	3.2215e+06	1	524288	8	65536	128	1	154419	0
	388995	3.2215e+06	1	524288	8	65536	256	1	157389	0
	388995	3.2215e+06	1	524288	8	65536	512	1	156058	0
	388995	3.2215e+06	1	524288	8	65536	1024	1	163021	0
	388995	3.2215e+06	1	524288	16	32768	4	1	227123	0
	388995	3.2215e+06	1	524288	16	32768	8	1	164454	0
	388995	3.2215e+06	1	524288	16	32768	16	1	162509	0
	388995	3.2215e+06	1	524288	16	32768	32	1	171827	0
